,Цена,Адрес,Цена за метр,"Площадь, кв.м",Расстояние от центра
365,11900000.0,"Москва,ЮАО,Орехово-Борисово Северное,улица Маршала Захарова,27•до центра 15,7 км",232422.0,51.19997246388036,15.7
366,14314692.0,"Москва,САО,Дмитровский район,Дмитровское шоссе,107•до центра 15 км",380710.0,37.59998949331512,0.0
367,10400000.0,"Москва,ЮАО,Нагорный район,Ялтинская улица,4к2•до центра 11,4 км",268041.0,38.80003432310728,11.4
368,8484968.0,"Москва,ЮВАО,Нижегородский район,Перовское шоссе,4с2•до центра 7,6 км",247664.0,34.25999741585374,7.6
369,16000000.0,"Москва,ВАО,Гольяново,Байкальская улица,18к1•до центра 12,9 км",232221.0,68.89988416206975,12.9
370,14052652.0,"Москва,САО,Головинский район,Кронштадтский бульвар,вл9-11•до центра 13 км",306158.0,45.89999934674253,0.0
371,11700000.0,"Москва,ЮАО,Орехово-Борисово Южное,Воронежская улица,54•до центра 18 км",229412.0,50.99994769236134,0.0
372,12395349.0,"Москва,СВАО,Отрадное,Сигнальный проезд,16с1•до центра 10,9 км",301590.0,41.1,10.9
373,10750000.0,"Москва,ЮАО,Москворечье-Сабурово,Пролетарский проспект,8к1•до центра 12,1 км",331790.0,32.400012055818436,12.1
374,8431934.0,"Москва,Новая Москва,НМАО,к2.2•до центра 17,1 км",224612.0,37.539997862981494,17.1
375,11500000.0,"Москва,ЮВАО,Люблино,Совхозная улица,10Б•до центра 12,4 км",306667.0,37.49995923917474,12.4
376,8897623.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,4к1•до центра 12 км",319140.0,27.879999373315787,0.0
377,14000000.0,"Москва,СВАО,Марьина Роща,улица Сущёвский Вал,49с2•до центра 4,6 км",364583.0,38.400035108603525,4.6
378,16071938.0,"Москва,ЮАО,Москворечье-Сабурово,2-й Котляковский переулок,1с1•до центра 11,4 км",360357.0,44.600043845408855,11.4
379,10500000.0,"Москва,ЮВАО,Нижегородский район,Рязанский проспект,2/1к5У•до центра 7,8 км",368421.0,28.500004071429153,7.8
380,10194336.0,"Москва,СВАО,Бабушкинский район,Кольская улица,8с9•до центра 12 км",251712.0,40.5,0.0
381,11000000.0,"Москва,САО,Беговой,улица Расковой,22к1•до центра 4,9 км",343750.0,32.0,4.9
382,17185155.0,"Москва,САО,Головинский район,Кронштадтский бульвар,вл9-11•до центра 13 км",263576.0,65.19999924120557,0.0
383,8700000.0,"Москва,САО,Восточное Дегунино,Дубнинская улица,73к1•до центра 14,9 км",263636.0,33.00004551730416,14.9
384,27008532.0,"Москва,ЗАО,Филёвский Парк,улица Барклая,6с3•до центра 7,5 км",271170.0,99.6,7.5
385,9500000.0,"Москва,ЗАО,Тропарёво-Никулино,улица 26 Бакинских Комиссаров,7к2•до центра 13,5 км",298742.0,31.800014728427875,13.5
386,14180710.0,"Москва,ЮЗАО,Черёмушки,улица Намёткина,вл10•до центра 11,2 км",310300.0,45.7,11.2
387,13900000.0,"Москва,ЮЗАО,Ясенево,Новоясеневский проспект,12к1•до центра 17,3 км",255985.0,54.30005664394398,17.3
388,10577497.0,"Москва,САО,Западное Дегунино,Ижорская улица,5•до центра 15,9 км",216752.0,48.79999723185945,15.9
389,11850000.0,"Москва,ЗАО,Солнцево,Родниковая улица,4к1•до центра 19,9 км",267494.0,44.30005906674542,19.9
390,10161034.0,"Москва,Новая Москва,дачный посёлок Кокошкино,НМАО",192153.0,52.87991340234084,0.0
391,14000000.0,"Москва,ЮВАО,Люблино,Совхозная улица,10Б•до центра 12,4 км",290456.0,48.200071611534966,12.4
392,8222877.0,"Москва,СВАО,Северное Медведково,Полярная улица,39к1•до центра 15,6 км",234270.0,35.1,15.6
393,11400000.0,"Москва,ЮАО,Чертаново Южное,Чертановская улица,52к1•до центра 16,7 км",237996.0,47.899964705289165,16.7
394,17405115.0,"Москва,ЗАО,Филёвский Парк,улица Барклая,6•до центра 7,5 км",298544.0,58.299999330081995,7.5
395,8900000.0,"Москва,ЮАО,Бирюлёво Восточное,6-я Радиальная улица,7/6к2•до центра 16,6 км",202273.0,43.999940674237294,16.6
396,15544065.0,"Москва,САО,Головинский район,Кронштадтский бульвар,вл9-11•до центра 13 км",268464.0,57.899997765063475,0.0
397,26040000.0,"Москва,ЦАО,Пресненский район,Пресненская набережная,8с1•до центра 5,3 км",700000.0,37.2,5.3
398,8517316.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,вл3с9•до центра 12,2 км",325710.0,26.149998464892082,12.2
399,12200000.0,"Москва,ЮЗАО,Северное Бутово,Феодосийская улица,2•до центра 21,2 км",195513.0,62.39994271480669,21.2
400,8029287.0,"Москва,Новая Москва,село Остафьево,НМАО•до центра 28,6 км",210909.0,38.06991166806537,28.6
401,8250000.0,"Москва,САО,Аэропорт,Большой Коптевский проезд,3с7•до центра 8,3 км",389151.0,21.199996916364086,8.3
402,12179400.0,"Москва,СВАО,Отрадное,Отрадная улица,4А•до центра 11,7 км",318000.0,38.3,11.7
403,8500000.0,"Москва,СВАО,Бибирево,улица Корнейчука,36Б•до центра 15,9 км",223684.0,38.00003576473954,15.9
404,11030049.0,"Москва,ВАО,Метрогородок,Открытое шоссе,4А•до центра 10,5 км",238230.0,46.3,10.5
405,14500000.0,"Москва,ЮВАО,Южнопортовый район,Волгоградский проспект,32/3к6•до центра 5,7 км",295918.0,49.00006082766172,5.7
406,9812204.0,"Москва,СЗАО,Покровское-Стрешнево,Волоколамское шоссе,71/13к1•до центра 13,9 км",281152.0,34.899997154564076,13.9
407,11500000.0,"Москва,ЮВАО,Выхино-Жулебино,Волгоградский проспект,181к1•до центра 13,2 км",254989.0,45.09998470522258,13.2
408,9396200.0,"Москва,ЮАО,Чертаново Центральное,улица Красного Маяка,26к4•до центра 16,5 км",427100.0,22.0,16.5
409,23000000.0,"Москва,СВАО,Марьина Роща,12-й проезд Марьиной Рощи,9с1•до центра 5,8 км",277108.0,83.00012991324682,5.8
410,9321678.0,"Москва,Новая Москва,дачный посёлок Кокошкино,НМАО",196660.0,47.3999694904912,0.0
411,15000000.0,"Москва,ЮВАО,Южнопортовый район,5-я Кожуховская улица,9•до центра 6,1 км",250000.0,60.0,6.1
412,11251050.0,"Москва,Новая Москва,НМАО",210300.0,53.5,0.0
413,11500000.0,"Москва,ЮАО,Даниловский район,Автозаводская улица,23с931к1•до центра 7,4 км",399306.0,28.799967944383507,7.4
414,38810200.0,"Москва,СЗАО,Хорошёво-Мнёвники,улица Нижние Мнёвники,2Ас1•до центра 10,5 км",542800.0,71.5,10.5
415,10400000.0,"Москва,ЮАО,Нагорный район,Ялтинская улица,7к1•до центра 11,8 км",273684.0,38.00002923079172,11.8
416,8721921.0,"Москва,ЮВАО,Люблино,Иловайская улица,3Ас1•до центра 12,1 км",197776.0,44.09999696626487,12.1
417,11200000.0,"Москва,САО,Войковский район,улица Адмирала Макарова,6А•до центра 12,3 км",373333.0,30.0000267857382,12.3
418,10161612.0,"Москва,Новая Москва,село Остафьево,НМАО•до центра 28,6 км",174119.0,58.36015598527444,28.6
419,10900000.0,"Москва,ЮЗАО,Северное Бутово,Коктебельская улица,2к1•до центра 20,8 км",298630.0,36.50001674312695,20.8
420,9414664.0,"Москва,Новая Москва,деревня Середнево,НМАО,к3•до центра 29,4 км",161210.0,58.4,29.4
421,8700000.0,"Москва,ЮВАО,Марьино,улица Перерва,16•до центра 13 км",355102.0,24.500002816092277,0.0
422,12290383.0,"Москва,ЮВАО,Кузьминки,Волгоградский проспект•до центра 5,8 км",332173.0,36.99994581136938,5.8
423,9894000.0,"Москва,ВАО,Преображенское,Электрозаводская улица,33с5•до центра 7 км",340000.0,29.1,0.0
424,11401090.0,"Москва,ЮВАО,Люблино,к15•до центра 11,9 км",225318.0,50.59999644946254,11.9
425,11500000.0,"Москва,СЗАО,Северное Тушино,улица Свободы,83к4•до центра 16,5 км",250545.0,45.89993813486599,16.5
426,8338400.0,"Москва,ВАО,Метрогородок,Тагильская улица,вл4•до центра 10,7 км",297800.0,28.0,10.7
427,10500000.0,"Москва,СЗАО,Южное Тушино,улица Фабрициуса,24с1•до центра 15,1 км",298295.0,35.200053638176975,15.1
428,11015478.0,"Москва,ВАО,Метрогородок,улица Николая Химушина,2/7с37•до центра 11 км",187020.0,58.9,0.0
429,8500000.0,"Москва,Новая Москва,Щербинка,НМАО,Спортивная улица,23•до центра 28,3 км",210918.0,40.30002180942357,28.3
430,13067353.0,"Москва,ЮАО,Нагатино-Садовники,2-й Нагатинский проезд,2к4•до центра 8,6 км",281624.0,46.39999786949976,8.6
431,14500000.0,"Москва,ЮАО,Чертаново Южное,Варшавское шоссе,170Ек8•до центра 19,2 км",245763.0,58.999930827667306,19.2
432,7817000.0,"Москва,ЮАО,Чертаново Южное,улица Газопровод,вл6Г•до центра 18,6 км",215820.0,36.21999814660365,18.6
433,8800000.0,"Москва,ЮЗАО,Коньково,улица Бутлерова,10•до центра 12,8 км",271605.0,32.39999263636531,12.8
434,7210000.0,"Москва,Новая Москва,НМАО•до центра 29,8 км",175000.0,41.2,29.8
435,11300000.0,"Москва,СЗАО,Хорошёво-Мнёвники,Новохорошёвский проезд,22к2•до центра 8,6 км",245652.0,46.00003256639474,8.6
436,17727408.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,2Ас1•до центра 11,9 км",245430.0,72.22999633296664,11.9
437,8500000.0,"Москва,ЦАО,Таганский район,Нижегородская улица,32с3•до центра 4,6 км",474860.0,17.900012635303035,4.6
438,22727887.0,"Москва,ЮАО,Москворечье-Сабурово,2-й Котляковский переулок,1с1•до центра 11,4 км",331310.0,68.60006338474541,11.4
439,11500000.0,"Москва,СЗАО,Хорошёво-Мнёвники,Шелепихинская набережная,34к4•до центра 7 км",383333.0,30.000026086979204,0.0
440,9290136.0,"Москва,САО,Западное Дегунино,Ильменский проезд,4с8•до центра 12,6 км",438214.0,21.199998174407938,12.6
441,9500000.0,"Москва,Новая Москва,НМАО,улица Самуила Маршака,20•до центра 22,8 км",258152.0,36.800024791595646,22.8
442,31378098.0,"Москва,ЮАО,Москворечье-Сабурово,2-й Котляковский переулок,1с1•до центра 11,4 км",309052.0,101.53015673737752,11.4
443,12900000.0,"Москва,САО,Хорошёвский район,Ходынский бульвар,2•до центра 6,7 км",390909.0,33.00000767442039,6.7
444,9732404.0,"Москва,Новая Москва,деревня Середнево,НМАО•до центра 29,5 км",149960.0,64.9,29.5
445,15500000.0,"Москва,САО,Головинский район,Кронштадтский бульвар,6к5•до центра 12,6 км",316327.0,48.99992729043047,12.6
446,12839910.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,9•до центра 12,1 км",290430.0,44.20999896704886,12.1
447,12700000.0,"Москва,ЮАО,Нагатинская набережная,48/2•до центра 8,1 км",236499.0,53.70001564488645,8.1
448,15764730.0,"Москва,ЗАО,Филёвский Парк,улица Барклая,6•до центра 7,5 км",302586.0,52.09999801709266,7.5
449,12100000.0,"Москва,ЮАО,Нагатино-Садовники,Каширское шоссе,25Бс10•до центра 11,4 км",378125.0,32.0,11.4
450,24619106.0,"Москва,ЮАО,Нагатино-Садовники,Нагатинская улица,3Ас1•до центра 7,9 км",417769.0,58.92994932606297,7.9
451,15150000.0,"Москва,САО,Аэропорт,Ленинградский проспект,66•до центра 8,2 км",324411.0,46.700019419810054,8.2
452,11971960.0,"Москва,ВАО,Метрогородок,Тагильская улица,вл4•до центра 10,8 км",371800.0,32.2,10.8
453,10000000.0,"Москва,СЗАО,Щукино,улица Маршала Вершинина,3•до центра 9,5 км",333333.0,30.00003000003,9.5
454,7903954.0,"Москва,ЮАО,Чертаново Южное,улица Газопровод,вл6Г•до центра 18,6 км",217980.0,36.259996329938524,18.6
455,8800000.0,"Москва,ВАО,Косино-Ухтомский,Святоозёрская улица,5•до центра 17,3 км",220551.0,39.900068464890204,17.3
456,23863980.0,"Москва,САО,Хорошёвский район,улица Зорге,9•до центра 7,9 км",348430.0,68.49002669115748,7.9
457,13550000.0,"Москва,ЮАО,Даниловский район,улица Татищева,5•до центра 4,3 км",387143.0,34.99998708487561,4.3
458,10994108.0,"Москва,ЮВАО,Люблино,Иловайская улица,22•до центра 12,1 км",204732.0,53.699998046226284,12.1
459,11800000.0,"Москва,САО,Западное Дегунино,Ильменский проезд,14к3•до центра 12,9 км",453846.0,26.00000881356231,12.9
460,28028000.0,"Москва,САО,Беговой,Ленинградский проспект,8с10•до центра 3,9 км",572000.0,49.0,3.9
461,13500000.0,"Москва,САО,Беговой,Ленинградский проспект,33А•до центра 5,6 км",465517.0,29.000015037044832,5.6
462,9752493.0,"Москва,Новая Москва,село Остафьево,НМАО,10•до центра 29,3 км",213683.0,45.640004118249934,29.3
463,11500000.0,"Москва,ЗАО,Ново-Переделкино,Чоботовская улица,2к2•до центра 20,5 км",287500.0,40.0,20.5
464,9795308.0,"Москва,СВАО,Останкинский район,Олонецкая улица•до центра 11,4 км",367968.0,26.61999956517958,11.4
465,9000000.0,"Москва,ВАО,Богородское,Бойцовая улица,21к2•до центра 9 км",300000.0,30.0,0.0
466,6888186.0,"Москва,ЮЗАО,Южное Бутово,Варшавское шоссе,4•до центра 26,4 км",173070.0,39.8,26.4
467,7650000.0,"Москва,ЮАО,Нагорный район,Балаклавский проспект,4к5•до центра 12,2 км",242089.0,31.599948779167992,12.2
468,10280204.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,вл3с9•до центра 12,2 км",332370.0,30.929999699130487,12.2
469,17500000.0,"Москва,СЗАО,Щукино,улица Маршала Соколовского,12•до центра 9,7 км",350000.0,50.0,9.7
470,10729541.0,"Москва,Новая Москва,НМАО,улица Уточкина,7к2",298873.0,35.90000100377083,0.0
471,9500000.0,"Москва,САО,Войковский район,3-я Радиаторская улица,5к1•до центра 10,8 км",251989.0,37.70005833587974,10.8
472,8644620.0,"Москва,ЮВАО,Южнопортовый район•до центра 5,7 км",379150.0,22.8,5.7
473,13000000.0,"Москва,САО,Дмитровский район,Дмитровское шоссе,107к4•до центра 15,1 км",302326.0,42.9999404616209,15.1
474,8804473.0,"Москва,САО,Западное Дегунино,Ижорская улица,5•до центра 15,9 км",205712.0,42.79999708330092,15.9
475,11300000.0,"Москва,ЮВАО,Рязанский район,1-й Институтский проезд,8•до центра 10,4 км",269048.0,41.99994053105765,10.4
476,11713152.0,"Москва,Новая Москва,деревня Середнево,НМАО•до центра 29,5 км",180480.0,64.9,29.5
477,12000000.0,"Москва,САО,Хорошёвский район,Ходынский бульвар,20А•до центра 7,4 км",363636.0,33.000033000033,7.4
478,16938256.0,"Москва,ЮАО,Нагатино-Садовники,Нагатинская улица,1•до центра 7,9 км",374740.0,45.200021348134705,7.9
479,10500000.0,"Москва,ВАО,Восточное Измайлово,Нижняя Первомайская улица,33•до центра 12,1 км",232301.0,45.19997761524918,12.1
480,18112986.0,"Москва,СВАО,Бутырский район,улица Руставели,14с1•до центра 6,7 км",252270.0,71.8,6.7
481,13850000.0,"Москва,САО,Тимирязевский район,Тимирязевская улица,6•до центра 7,1 км",314773.0,43.99996187728935,7.1
482,8116492.0,"Москва,Новая Москва,село Остафьево,НМАО•до центра 28,8 км",234040.0,34.67993505383695,28.8
483,8703059.0,"Москва,ЮАО,Даниловский район,2-я Рощинская улица,10•до центра 4,9 км",378394.0,22.999992071755894,4.9
484,13373741.0,"Москва,СВАО,Марьина Роща,Октябрьская улица•до центра 5,2 км",275520.0,48.540000725900114,5.2
485,7700000.0,"Москва,ЮАО,Даниловский район,2-я Рощинская улица,10•до центра 4,9 км",481250.0,16.0,4.9
486,9897450.0,"Москва,Новая Москва,деревня Картмазово,НМАО,уч16•до центра 21,4 км",248492.0,39.83005489110313,21.4
487,13500000.0,"Москва,ЗАО,Раменки,улица Лобачевского,124к1•до центра 11,1 км",450000.0,30.0,11.1
488,11206792.0,"Москва,ЮВАО,Люблино,Люблинская улица,вл72•до центра 12 км",192888.0,58.09999585251545,0.0
489,10600000.0,"Москва,ЮВАО,Южнопортовый район,Волгоградский проспект,32/3к4•до центра 5,8 км",424000.0,25.0,5.8
490,9217098.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,вл3с5•до центра 12 км",284040.0,32.45,0.0
491,8000000.0,"Москва,ЮВАО,Текстильщики,1-й Грайвороновский проезд,1•до центра 7,6 км",311284.0,25.700003855000578,7.6
492,11902100.0,"Москва,СВАО,Отрадное,Отрадная улица,4А•до центра 11,7 км",343000.0,34.7,11.7
493,13600000.0,"Москва,ЮАО,Даниловский район,бульвар Братьев Весниных,2Г•до центра 6,1 км",515152.0,26.39997515296456,6.1
494,7259400.0,"Москва,СВАО,Бутырский район,улица Руставели,14с1•до центра 6,7 км",362970.0,20.0,6.7
495,11900000.0,"Москва,ЮАО,Орехово-Борисово Северное,Ореховый бульвар,5•до центра 16,7 км",232877.0,51.09993687654856,16.7
496,12612600.0,"Москва,СВАО,Бутырский район,улица Руставели,14с1•до центра 6,6 км",277200.0,45.5,6.6
497,14000000.0,"Москва,ЮАО,Коломенская улица,5•до центра 9,3 км",259259.0,54.000054000054,9.3
498,10875699.0,"Москва,Новая Москва,деревня Столбово,НМАО•до центра 24 км",206370.0,52.7,0.0
499,10500000.0,"Москва,ЗАО,Солнцево,Производственная улица,6к9•до центра 18,9 км",276316.0,37.999971047641104,18.9
500,10373623.0,"Москва,ЮАО,Нагатино-Садовники,2-й Нагатинский проезд,2к4•до центра 8,6 км",287358.0,36.099997216016256,8.6
501,17500000.0,"Москва,ВАО,Богородское,Погонный проезд,3Ак5•до центра 8,9 км",337187.0,51.89998428171904,8.9
502,8009772.0,"Москва,Новая Москва,деревня Середнево,НМАО•до центра 29,5 км",159240.0,50.3,29.5
503,5987589.0,"Москва,ВАО,Соколиная Гора,Вольная улица,25•до центра 7,4 км",242413.0,24.6999500851852,7.4
504,9137133.0,"Москва,СЗАО,Митино,Пятницкое шоссе•до центра 20,7 км",196160.0,46.58000101957585,20.7
505,12950000.0,"Москва,ЮАО,Даниловский район,проспект Андропова,10•до центра 7,1 км",443493.0,29.20000992123889,7.1
506,11840760.0,"Москва,СВАО,Марьина Роща,Октябрьская улица•до центра 5,2 км",279000.0,42.44,5.2
507,10800000.0,"Москва,САО,Западное Дегунино,Ильменский проезд,14к8•до центра 13,1 км",404494.0,26.70002521669048,13.1
508,37330020.0,"Москва,СЗАО,Хорошёво-Мнёвники,улица Нижние Мнёвники,соор6•до центра 10,9 км",455800.0,81.9,10.9
509,18750000.0,"Москва,ЮАО,Орехово-Борисово Южное,Гурьевский проезд,19к2•до центра 18,1 км",246711.0,75.99985408028017,18.1
510,12797931.0,"Москва,ЮВАО,Некрасовка,улица Маресьева,6к2•до центра 20,3 км",344030.0,37.200043600848765,20.3
511,9000000.0,"Москва,ЮВАО,Некрасовка,8•до центра 19,7 км",207373.0,43.400056902296825,19.7
512,14973000.0,"Москва,ЮЗАО,Черёмушки,улица Намёткина,вл10•до центра 11,2 км",322000.0,46.5,11.2
513,12900000.0,"Москва,СВАО,Северное Медведково,Студёный проезд,30•до центра 15,6 км",225131.0,57.299972016292735,15.6
514,21155572.0,"Москва,САО,Западное Дегунино,Ильменский проезд,14к6•до центра 12,8 км",438185.0,48.28000045642822,12.8
515,11200000.0,"Москва,ЮВАО,Люблино,Совхозная улица,10Б•до центра 12,4 км",294737.0,37.99997964286805,12.4
516,7738359.0,"Москва,САО,Западное Дегунино,Ижорская улица,5•до центра 15,9 км",223652.0,34.59999910575358,15.9
517,9900000.0,"Москва,ВАО,Перово,2-я Владимирская улица,3•до центра 9,9 км",241463.0,41.0000704041613,9.9
518,8463122.0,"Москва,Новая Москва,село Остафьево,НМАО•до центра 28,8 км",232759.0,36.360020450337046,28.8
519,16000000.0,"Москва,ЮАО,Чертаново Южное,Варшавское шоссе,170Ек8•до центра 19,2 км",270728.0,59.09990839514199,19.2
520,8159239.0,"Москва,Новая Москва,дачный посёлок Кокошкино,НМАО",231994.0,35.170043190772176,0.0
521,10000000.0,"Москва,САО,Западное Дегунино,Ильменский проезд,14к3•до центра 12,9 км",396825.0,25.2000252000252,12.9
522,24645180.0,"Москва,САО,Хорошёвский район,улица Зорге,9•до центра 7,9 км",437825.0,56.290024553189056,7.9
523,10200000.0,"Москва,ЮАО,Москворечье-Сабурово,Каширское шоссе,26к1•до центра 11,2 км",231818.0,44.00003450983099,11.2
524,8761896.0,"Москва,СВАО,Северное Медведково,Полярная улица,39к1•до центра 15,6 км",215280.0,40.7,15.6
525,8700000.0,"Москва,СВАО,Лианозово,Псковская улица,10к1•до центра 17,2 км",218045.0,39.90002063794171,17.2
526,8233816.0,"Москва,САО,Западное Дегунино,Ижорская улица,5•до центра 15,9 км",225584.0,36.5,15.9
527,22900000.0,"Москва,ЮАО,Зябликово,Ореховый бульвар,24к2•до центра 17,5 км",285181.0,80.29987972550767,17.5
528,8842482.0,"Москва,ЗАО,Очаково-Матвеевское,проезд Стройкомбината,1с1•до центра 13,5 км",217260.0,40.7,13.5
529,12200000.0,"Москва,ЗАО,Солнцево,Производственная улица,6к8•до центра 18,9 км",324468.0,37.60000986229767,18.9
530,6460507.0,"Москва,СВАО,Северный,Новодачная улица,67•до центра 19,6 км",269300.0,23.99,19.6
531,17490000.0,"Москва,ЗАО,Раменки,улица Лобачевского,120к5•до центра 11,5 км",437250.0,40.0,11.5
532,8699950.0,"Москва,ЮЗАО,Черёмушки,улица Намёткина,вл10•до центра 11,2 км",355100.0,24.5,11.2
533,12500000.0,"Москва,САО,Хорошёвский район,Ходынский бульвар,2•до центра 6,7 км",378788.0,32.99998944000338,6.7
534,14157855.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,4к1•до центра 12 км",268650.0,52.7,0.0
535,17500000.0,"Москва,ЗАО,Раменки,улица Лобачевского,120к1•до центра 11,5 км",416667.0,41.99996640002688,11.5
536,9981860.0,"Москва,ЮАО,Чертаново Центральное,улица Красного Маяка,26к4•до центра 16,5 км",347800.0,28.7,16.5
537,25000000.0,"Москва,ЗАО,Тропарёво-Никулино,проспект Вернадского,105к4•до центра 13,1 км",293427.0,85.20006679685237,13.1
538,15427664.0,"Москва,САО,Головинский район,Кронштадтский бульвар,14•до центра 12,6 км",291088.0,53.0,12.6
539,24500000.0,"Москва,САО,Дмитровский район,Дмитровское шоссе,107к2•до центра 14,9 км",331081.0,74.00001812245341,14.9
540,13696578.0,"Москва,ЮВАО,Текстильщики,1-й Грайвороновский проезд,3•до центра 7,1 км",233730.0,58.6,7.1
541,5200300.0,"Москва,СВАО,Останкинский район,Шереметьевская улица,85с1•до центра 6,4 км",218500.0,23.8,6.4
542,9105165.0,"Москва,Новая Москва,НМАО",283650.0,32.1,0.0
543,15499999.0,"Москва,ЮЗАО,Черёмушки,Севастопольский проспект,44к2•до центра 11,5 км",258333.0,60.000073548482,11.5
544,11581834.0,"Москва,ЮВАО,Люблино,к15•до центра 11,9 км",228890.0,50.6,11.9
545,12000000.0,"Москва,ЮВАО,Лефортово,улица Крузенштерна,10к1•до центра 5,1 км",428571.0,28.000028000028,5.1
546,8105328.0,"Москва,Новая Москва,деревня Столбово,НМАО•до центра 25,8 км",216720.0,37.4,25.8
547,15399000.0,"Москва,СЗАО,Северное Тушино,улица Героев Панфиловцев,6к3•до центра 15,8 км",236908.0,64.99991557904335,15.8
548,10352637.0,"Москва,ЮАО,Москворечье-Сабурово,улица Борисовские Пруды,1Ас12•до центра 13,9 км",310890.0,33.3,13.9
549,14500000.0,"Москва,ЮАО,Даниловский район,проспект Андропова,10•до центра 7,1 км",383598.0,37.799988529658656,7.1
550,11984031.0,"Москва,ЮАО,Нагатино-Садовники,2-й Нагатинский проезд,2к1•до центра 8,8 км",261090.0,45.9,8.8
551,9100000.0,"Москва,ЮАО,Чертаново Северное,Сумской проезд,25к1•до центра 14 км",235751.0,38.60004835610454,0.0
552,11768785.0,"Москва,Новая Москва,Московский,НМАО,к2•до центра 23,6 км",198128.0,59.399908140192196,23.6
553,10300000.0,"Москва,САО,Западное Дегунино,Коровинское шоссе,11к1•до центра 14 км",230942.0,44.5999428427917,0.0
554,9622800.0,"Москва,СВАО,Алтуфьевский район,Алтуфьевское шоссе,51с6•до центра 13,6 км",218700.0,44.0,13.6
555,21900000.0,"Москва,ЗАО,Тропарёво-Никулино,Озёрная улица,35•до центра 14,4 км",456250.0,48.0,14.4
556,11094651.0,"Москва,ЗАО,Очаково-Матвеевское,проезд Стройкомбината,1с1•до центра 13,4 км",216270.0,51.3,13.4
557,16000000.0,"Москва,Новая Москва,посёлок Коммунарка,НМАО,20•до центра 22,2 км",225352.0,71.00003550001774,22.2
558,11241180.0,"Москва,СВАО,Бутырский район,улица Руставели,14с1•до центра 6,7 км",346950.0,32.4,6.7
559,17500000.0,"Москва,ЗАО,Кунцево,Ярцевская улица,14•до центра 13,3 км",343137.0,51.00003788574243,13.3
560,11479986.0,"Москва,ЗАО,Очаково-Матвеевское,проезд Стройкомбината,1с1•до центра 13,5 км",225540.0,50.9,13.5
561,15000000.0,"Москва,ВАО,Богородское,Тюменский проезд,3к1•до центра 9,8 км",337079.0,44.499954016714184,9.8
562,9310912.0,"Москва,Новая Москва,дачный посёлок Кокошкино,НМАО",209516.0,44.4401000400924,0.0
563,8400000.0,"Москва,ЮАО,Орехово-Борисово Южное,Ясеневая улица,12к1•до центра 18,1 км",422111.0,19.89997891549853,18.1
564,25151890.0,"Москва,ЮВАО,Южнопортовый район•до центра 5,7 км",319592.0,78.69999874840421,5.7
565,10100000.0,"Москва,ЮВАО,Рязанский район,улица Маёвок,1к1•до центра 9,5 км",208678.0,48.39992716050566,9.5
566,8837867.0,"Москва,Новая Москва,деревня Дудкино,НМАО•до центра 18,3 км",245360.0,36.01999918487121,18.3
567,20500000.0,"Москва,САО,Западное Дегунино,Дмитровское шоссе,73Б•до центра 12,2 км",378928.0,54.09998733268589,12.2
568,12899246.0,"Москва,СВАО,Бабушкинский район,Кольская улица,2•до центра 12,1 км",261648.0,49.29999847122852,12.1
569,13400000.0,"Москва,ЮВАО,Люблино,Белореченская улица,12•до центра 12,8 км",250467.0,53.50006188439994,12.8
570,11123536.0,"Москва,САО,Головинский район,Кронштадтский бульвар,14•до центра 12,5 км",307280.0,36.2,12.5
571,11800000.0,"Москва,Зеленоград,Матушкино,к404А",217712.0,54.20004409495113,0.0
572,8848197.0,"Москва,ЮАО,Нагатино-Садовники,2-й Нагатинский проезд,2к1•до центра 8,8 км",282690.0,31.3,8.8
573,9000000.0,"Москва,ЗАО,Можайский район,улица Горбунова,19к1•до центра 15,3 км",214286.0,41.99994400007466,15.3
574,8066550.0,"Москва,ЮВАО,Нижегородский район,Перовское шоссе,4с2•до центра 7,6 км",248584.0,32.44999678177196,7.6
575,10500000.0,"Москва,ЮАО,Орехово-Борисово Южное,Домодедовская улица,44•до центра 17,8 км",219665.0,47.80005918102565,17.8
576,17655294.0,"Москва,ЗАО,Очаково-Матвеевское,Очаковское шоссе,2Ас1•до центра 11,9 км",229230.0,77.01999738254155,11.9
577,12599999.0,"Москва,ЮЗАО,Ясенево,Новоясеневский проспект,19к4•до центра 17 км",237736.0,52.99996214288118,0.0
578,14307840.0,"Москва,СВАО,Бабушкинский район,Кольская улица,1•до центра 12 км",264960.0,54.0,0.0
579,9050000.0,"Москва,ЮВАО,Люблино,Краснодарская улица,13•до центра 11,3 км",258571.0,35.000058011145875,11.3
580,11468628.0,"Москва,ЮАО,Чертаново Южное,улица Газопровод,6Гк1•до центра 18,5 км",223560.0,51.3,18.5
581,10500000.0,"Москва,САО,Аэропорт,Планетная улица,4•до центра 6,7 км",348837.0,30.100018060010836,6.7
582,9105486.0,"Москва,Новая Москва,дачный посёлок Кокошкино,НМАО",192099.0,47.39996564271547,0.0
